"alias","index","complete_gene_name","gene_symbol"
"RPL36",9752,"ribosomal protein L36","RPL36"
"GGA1",9903,"golgi associated, gamma adaptin ear containing, ARF binding protein 1","GGA1"
"C22orf11",9938,"RIB43A domain with coiled-coils 2","RIBC2"
"TRIB",9938,"RIB43A domain with coiled-coils 2","RIBC2"
"RIBC2",9938,"RIB43A domain with coiled-coils 2","RIBC2"
"DGCR10",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"DGCR9",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"DGS-A",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"DGS-B",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"LINC00037",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"NCRNA00037",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"POM121L5P",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"DGCR5",9965,"DiGeorge syndrome critical region gene 5","DGCR5"
"FBW3",9969,"F-box and WD repeat domain containing 4 pseudogene 1","FBXW4P1"
"FBXW3",9969,"F-box and WD repeat domain containing 4 pseudogene 1","FBXW4P1"
"SHFM3P1",9969,"F-box and WD repeat domain containing 4 pseudogene 1","FBXW4P1"
"FBXW4P1",9969,"F-box and WD repeat domain containing 4 pseudogene 1","FBXW4P1"
"ARFGAP1",10017,"ADP ribosylation factor GTPase activating protein 3","ARFGAP3"
"ARFGAP3",10017,"ADP ribosylation factor GTPase activating protein 3","ARFGAP3"
"BSRPA",10040,"seizure related 6 homolog like 2","SEZ6L2"
"PSK-1",10040,"seizure related 6 homolog like 2","SEZ6L2"
"SEZ6L2",10040,"seizure related 6 homolog like 2","SEZ6L2"
"RPL34_11_1133",10064,"ribosomal protein L34 pseudogene 2","RPL34P2"
"RPL34P2",10064,"ribosomal protein L34 pseudogene 2","RPL34P2"
"RPL34_3_118",10065,"ribosomal protein L34 pseudogene 1","RPL34P1"
"dJ69E11.2",10065,"ribosomal protein L34 pseudogene 1","RPL34P1"
"RPL34P1",10065,"ribosomal protein L34 pseudogene 1","RPL34P1"
"OR6-24",10138,"olfactory receptor family 2 subfamily U member 2 pseudogene","OR2U2P"
"hs6M1-23",10138,"olfactory receptor family 2 subfamily U member 2 pseudogene","OR2U2P"
"OR2U2P",10138,"olfactory receptor family 2 subfamily U member 2 pseudogene","OR2U2P"
"RNU56",10185,"small nucleolar RNA, C/D box 56","SNORD56"
"U56",10185,"small nucleolar RNA, C/D box 56","SNORD56"
"SNORD56",10185,"small nucleolar RNA, C/D box 56","SNORD56"
"RNU43",10197,"small nucleolar RNA, C/D box 43","SNORD43"
"U43",10197,"small nucleolar RNA, C/D box 43","SNORD43"
"SNORD43",10197,"small nucleolar RNA, C/D box 43","SNORD43"
"RNU42B",10198,"small nucleolar RNA, C/D box 42B","SNORD42B"
"U42B",10198,"small nucleolar RNA, C/D box 42B","SNORD42B"
"SNORD42B",10198,"small nucleolar RNA, C/D box 42B","SNORD42B"
"RNU42A",10199,"small nucleolar RNA, C/D box 42A","SNORD42A"
"U42",10199,"small nucleolar RNA, C/D box 42A","SNORD42A"
"U42A",10199,"small nucleolar RNA, C/D box 42A","SNORD42A"
"SNORD42A",10199,"small nucleolar RNA, C/D box 42A","SNORD42A"
"RNU12",10213,"RNA, U12 small nuclear 2, pseudogene","RNU12-2P"
"RNU12P",10213,"RNA, U12 small nuclear 2, pseudogene","RNU12-2P"
"U12",10213,"RNA, U12 small nuclear 2, pseudogene","RNU12-2P"
"RNU12-2P",10213,"RNA, U12 small nuclear 2, pseudogene","RNU12-2P"
"RNU2P3",10232,"RNA, U2 small nuclear 5, pseudogene","RNU2-5P"
"RNU2-5P",10232,"RNA, U2 small nuclear 5, pseudogene","RNU2-5P"
"RNU2P2",10233,"RNA, U2 small nuclear 4, pseudogene","RNU2-4P"
"U2",10233,"RNA, U2 small nuclear 4, pseudogene","RNU2-4P"
"U2/7",10233,"RNA, U2 small nuclear 4, pseudogene","RNU2-4P"
"RNU2-4P",10233,"RNA, U2 small nuclear 4, pseudogene","RNU2-4P"
"RNU2P1",10234,"RNA, U2 small nuclear 3, pseudogene","RNU2-3P"
"U2",10234,"RNA, U2 small nuclear 3, pseudogene","RNU2-3P"
"RNU2-3P",10234,"RNA, U2 small nuclear 3, pseudogene","RNU2-3P"
"RNU2-2",10235,"RNA, U2 small nuclear 2, pseudogene","RNU2-2P"
"RNU2B",10235,"RNA, U2 small nuclear 2, pseudogene","RNU2-2P"
"U2",10235,"RNA, U2 small nuclear 2, pseudogene","RNU2-2P"
"RNU2-2P",10235,"RNA, U2 small nuclear 2, pseudogene","RNU2-2P"
"ALD22Q11",10251,"ATP binding cassette subfamily D member 1 pseudogene 4","ABCD1P4"
"ABCD1P4",10251,"ATP binding cassette subfamily D member 1 pseudogene 4","ABCD1P4"
"HTF9C",10290,"tRNA methyltransferase 2 homolog A","TRMT2A"
"TRMT2A",10290,"tRNA methyltransferase 2 homolog A","TRMT2A"
"39K2",10299,"staufen double-stranded RNA binding protein 2","STAU2"
"39K3",10299,"staufen double-stranded RNA binding protein 2","STAU2"
"STAU2",10299,"staufen double-stranded RNA binding protein 2","STAU2"
"KCNMB2L",10316,"KCNMB3 pseudogene 1","KCNMB3P1"
"KCNMB3L",10316,"KCNMB3 pseudogene 1","KCNMB3P1"
"KCNMB3L1",10316,"KCNMB3 pseudogene 1","KCNMB3P1"
"KCNMBLP",10316,"KCNMB3 pseudogene 1","KCNMB3P1"
"KCNMB3P1",10316,"KCNMB3 pseudogene 1","KCNMB3P1"
"INPP5",10335,"inositol polyphosphate-5-phosphatase J","INPP5J"
"PIB5PA",10335,"inositol polyphosphate-5-phosphatase J","INPP5J"
"PIPP",10335,"inositol polyphosphate-5-phosphatase J","INPP5J"
"INPP5J",10335,"inositol polyphosphate-5-phosphatase J","INPP5J"
"SMC1BETA",10337,"structural maintenance of chromosomes 1B","SMC1B"
"SMC1L2",10337,"structural maintenance of chromosomes 1B","SMC1B"
"SMC1B",10337,"structural maintenance of chromosomes 1B","SMC1B"
"CYT4",10338,"cytohesin 4","CYTH4"
"DJ63G5.1",10338,"cytohesin 4","CYTH4"
"PSCD4",10338,"cytohesin 4","CYTH4"
"cytohesin-4",10338,"cytohesin 4","CYTH4"
"CYTH4",10338,"cytohesin 4","CYTH4"
"RTDR1",10356,"radial spoke head 14 homolog","RSPH14"
"RSPH14",10356,"radial spoke head 14 homolog","RSPH14"
"PIPPIN",10413,"cold shock domain containing C2","CSDC2"
"dJ347H13.2",10413,"cold shock domain containing C2","CSDC2"
"CSDC2",10413,"cold shock domain containing C2","CSDC2"
"BK126B4.3",10460,"ribosomal RNA processing 7 homolog A","RRP7A"
"CGI-96",10460,"ribosomal RNA processing 7 homolog A","RRP7A"
"MCPH28",10460,"ribosomal RNA processing 7 homolog A","RRP7A"
"Rrp7",10460,"ribosomal RNA processing 7 homolog A","RRP7A"
"RRP7A",10460,"ribosomal RNA processing 7 homolog A","RRP7A"
"FASN2C",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"MCT",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"MCT1",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"MT",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"NET62",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"fabD",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"MCAT",10468,"malonyl-CoA-acyl carrier protein transacylase","MCAT"
"A3C",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"APOBEC1L",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"ARDC2",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"ARDC4",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"ARP5",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"PBI",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"bK150C2.3",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"APOBEC3C",10469,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C","APOBEC3C"
"D15Wsu75e",10470,"desumoylating isopeptidase 1","DESI1"
"DESI2",10470,"desumoylating isopeptidase 1","DESI1"
"DJ347H13.4",10470,"desumoylating isopeptidase 1","DESI1"
"DeSI-1",10470,"desumoylating isopeptidase 1","DESI1"
"FAM152B",10470,"desumoylating isopeptidase 1","DESI1"
"POST",10470,"desumoylating isopeptidase 1","DESI1"
"PPPDE2",10470,"desumoylating isopeptidase 1","DESI1"
"DESI1",10470,"desumoylating isopeptidase 1","DESI1"
"CIP85",10471,"small G protein signaling modulator 3","SGSM3"
"MAP",10471,"small G protein signaling modulator 3","SGSM3"
"RABGAP5",10471,"small G protein signaling modulator 3","SGSM3"
"RUSC3",10471,"small G protein signaling modulator 3","SGSM3"
"RUTBC3",10471,"small G protein signaling modulator 3","SGSM3"
"RabGAP-5",10471,"small G protein signaling modulator 3","SGSM3"
"rabGAPLP",10471,"small G protein signaling modulator 3","SGSM3"
"SGSM3",10471,"small G protein signaling modulator 3","SGSM3"
"CECR8",10477,"HSFY1 pseudogene 1","HSFY1P1"
"HSFYL1",10477,"HSFY1 pseudogene 1","HSFY1P1"
"HSFYP1",10477,"HSFY1 pseudogene 1","HSFY1P1"
"NCRNA00016",10477,"HSFY1 pseudogene 1","HSFY1P1"
"HSFY1P1",10477,"HSFY1 pseudogene 1","HSFY1P1"
"CECR3",10480,"cat eye syndrome chromosome region, candidate 3","CECR3"
"CECR2",10481,"CECR2 histone acetyl-lysine reader","CECR2"
"IGLV(V)-66",10898,"immunoglobulin lambda variable (V)-66 (pseudogene)","IGLVV-66"
"IGLVV66",10898,"immunoglobulin lambda variable (V)-66 (pseudogene)","IGLVV-66"
"V5-5P",10898,"immunoglobulin lambda variable (V)-66 (pseudogene)","IGLVV-66"
"IGLVV-66",10898,"immunoglobulin lambda variable (V)-66 (pseudogene)","IGLVV-66"
"IGLV(V)-58",10899,"immunoglobulin lambda variable (V)-58 (pseudogene)","IGLVV-58"
"IGLVV58",10899,"immunoglobulin lambda variable (V)-58 (pseudogene)","IGLVV-58"
"V5-3P",10899,"immunoglobulin lambda variable (V)-58 (pseudogene)","IGLVV-58"
"IGLVV-58",10899,"immunoglobulin lambda variable (V)-58 (pseudogene)","IGLVV-58"
"IGLV(IV)-65",10900,"immunoglobulin lambda variable (IV)-65 (pseudogene)","IGLVIV-65"
"IGLVIV65",10900,"immunoglobulin lambda variable (IV)-65 (pseudogene)","IGLVIV-65"
"V4-9P",10900,"immunoglobulin lambda variable (IV)-65 (pseudogene)","IGLVIV-65"
"IGLVIV-65",10900,"immunoglobulin lambda variable (IV)-65 (pseudogene)","IGLVIV-65"
"IGLV(IV)-64",10901,"immunoglobulin lambda variable (IV)-64 (pseudogene)","IGLVIV-64"
"IGLVIV64",10901,"immunoglobulin lambda variable (IV)-64 (pseudogene)","IGLVIV-64"
"V4-8P",10901,"immunoglobulin lambda variable (IV)-64 (pseudogene)","IGLVIV-64"
"IGLVIV-64",10901,"immunoglobulin lambda variable (IV)-64 (pseudogene)","IGLVIV-64"
"IGLV(IV)-59",10902,"immunoglobulin lambda variable (IV)-59 (pseudogene)","IGLVIV-59"
"IGLVIV59",10902,"immunoglobulin lambda variable (IV)-59 (pseudogene)","IGLVIV-59"
"V4-7P",10902,"immunoglobulin lambda variable (IV)-59 (pseudogene)","IGLVIV-59"
"IGLVIV-59",10902,"immunoglobulin lambda variable (IV)-59 (pseudogene)","IGLVIV-59"
"IGLV(IV)-53",10903,"immunoglobulin lambda variable (IV)-53 (pseudogene)","IGLVIV-53"
"IGLVIV53",10903,"immunoglobulin lambda variable (IV)-53 (pseudogene)","IGLVIV-53"
"V4-5P",10903,"immunoglobulin lambda variable (IV)-53 (pseudogene)","IGLVIV-53"
"IGLVIV-53",10903,"immunoglobulin lambda variable (IV)-53 (pseudogene)","IGLVIV-53"
"IGLV(I)-70",10904,"immunoglobulin lambda variable (I)-70 (pseudogene)","IGLVI-70"
"IGLVI70",10904,"immunoglobulin lambda variable (I)-70 (pseudogene)","IGLVI-70"
"V1-27P",10904,"immunoglobulin lambda variable (I)-70 (pseudogene)","IGLVI-70"
"IGLVI-70",10904,"immunoglobulin lambda variable (I)-70 (pseudogene)","IGLVI-70"
"IGLV(I)-68",10905,"immunoglobulin lambda variable (I)-68 (pseudogene)","IGLVI-68"
"IGLVI68",10905,"immunoglobulin lambda variable (I)-68 (pseudogene)","IGLVI-68"
"V1-26P",10905,"immunoglobulin lambda variable (I)-68 (pseudogene)","IGLVI-68"
"IGLVI-68",10905,"immunoglobulin lambda variable (I)-68 (pseudogene)","IGLVI-68"
"IGLV(I)-63",10906,"immunoglobulin lambda variable (I)-63 (pseudogene)","IGLVI-63"
"IGLVI63",10906,"immunoglobulin lambda variable (I)-63 (pseudogene)","IGLVI-63"
"V1-24P",10906,"immunoglobulin lambda variable (I)-63 (pseudogene)","IGLVI-63"
"IGLVI-63",10906,"immunoglobulin lambda variable (I)-63 (pseudogene)","IGLVI-63"
"IGLV(I)-56",10907,"immunoglobulin lambda variable (I)-56 (pseudogene)","IGLVI-56"
"IGLVI56",10907,"immunoglobulin lambda variable (I)-56 (pseudogene)","IGLVI-56"
"V1-21P",10907,"immunoglobulin lambda variable (I)-56 (pseudogene)","IGLVI-56"
"IGLVI-56",10907,"immunoglobulin lambda variable (I)-56 (pseudogene)","IGLVI-56"
"IGLV(I)-42",10908,"immunoglobulin lambda variable (I)-42 (pseudogene)","IGLVI-42"
"IGLVI42",10908,"immunoglobulin lambda variable (I)-42 (pseudogene)","IGLVI-42"
"V1-15P",10908,"immunoglobulin lambda variable (I)-42 (pseudogene)","IGLVI-42"
"IGLVI-42",10908,"immunoglobulin lambda variable (I)-42 (pseudogene)","IGLVI-42"
"IGLV(I)-38",10909,"immunoglobulin lambda variable (I)-38 (pseudogene)","IGLVI-38"
"IGLVI38",10909,"immunoglobulin lambda variable (I)-38 (pseudogene)","IGLVI-38"
"V1-12P",10909,"immunoglobulin lambda variable (I)-38 (pseudogene)","IGLVI-38"
"IGLVI-38",10909,"immunoglobulin lambda variable (I)-38 (pseudogene)","IGLVI-38"
"IGLV(I)-20",10910,"immunoglobulin lambda variable (I)-20 (pseudogene)","IGLVI-20"
"IGLVI20",10910,"immunoglobulin lambda variable (I)-20 (pseudogene)","IGLVI-20"
"V1-6P",10910,"immunoglobulin lambda variable (I)-20 (pseudogene)","IGLVI-20"
"IGLVI-20",10910,"immunoglobulin lambda variable (I)-20 (pseudogene)","IGLVI-20"
"IGLV1155",10911,"immunoglobulin lambda variable 11-55 (non-functional)","IGLV11-55"
"V4-6",10911,"immunoglobulin lambda variable 11-55 (non-functional)","IGLV11-55"
"IGLV11-55",10911,"immunoglobulin lambda variable 11-55 (non-functional)","IGLV11-55"
"IGLV1067",10912,"immunoglobulin lambda variable 10-67 (pseudogene)","IGLV10-67"
"V1-25P",10912,"immunoglobulin lambda variable 10-67 (pseudogene)","IGLV10-67"
"IGLV10-67",10912,"immunoglobulin lambda variable 10-67 (pseudogene)","IGLV10-67"
"IGLV1054",10913,"immunoglobulin lambda variable 10-54","IGLV10-54"
"V1-20",10913,"immunoglobulin lambda variable 10-54","IGLV10-54"
"IGLV10-54",10913,"immunoglobulin lambda variable 10-54","IGLV10-54"
"IGLV949",10914,"immunoglobulin lambda variable 9-49","IGLV9-49"
"V5-2",10914,"immunoglobulin lambda variable 9-49","IGLV9-49"
"IGLV9-49",10914,"immunoglobulin lambda variable 9-49","IGLV9-49"
"IGLV861",10915,"immunoglobulin lambda variable 8-61","IGLV8-61"
"V3-4",10915,"immunoglobulin lambda variable 8-61","IGLV8-61"
"IGLV8-61",10915,"immunoglobulin lambda variable 8-61","IGLV8-61"
"IGLV746",10916,"immunoglobulin lambda variable 7-46","IGLV7-46"
"V3-3",10916,"immunoglobulin lambda variable 7-46","IGLV7-46"
"IGLV7-46",10916,"immunoglobulin lambda variable 7-46","IGLV7-46"
"IGLV743",10917,"immunoglobulin lambda variable 7-43","IGLV7-43"
"V3-2",10917,"immunoglobulin lambda variable 7-43","IGLV7-43"
"IGLV7-43",10917,"immunoglobulin lambda variable 7-43","IGLV7-43"
"IGLV735",10918,"immunoglobulin lambda variable 7-35 (pseudogene)","IGLV7-35"
"V3-1P",10918,"immunoglobulin lambda variable 7-35 (pseudogene)","IGLV7-35"
"IGLV7-35",10918,"immunoglobulin lambda variable 7-35 (pseudogene)","IGLV7-35"
"IGLV657",10919,"immunoglobulin lambda variable 6-57","IGLV6-57"
"V1-22",10919,"immunoglobulin lambda variable 6-57","IGLV6-57"
"IGLV6-57",10919,"immunoglobulin lambda variable 6-57","IGLV6-57"
"IGLV552",10920,"immunoglobulin lambda variable 5-52","IGLV5-52"
"V4-4",10920,"immunoglobulin lambda variable 5-52","IGLV5-52"
"IGLV5-52",10920,"immunoglobulin lambda variable 5-52","IGLV5-52"
"IGLV548",10921,"immunoglobulin lambda variable 5-48 (non-functional)","IGLV5-48"
"V4-3",10921,"immunoglobulin lambda variable 5-48 (non-functional)","IGLV5-48"
"IGLV5-48",10921,"immunoglobulin lambda variable 5-48 (non-functional)","IGLV5-48"
"IGLV545",10922,"immunoglobulin lambda variable 5-45","IGLV5-45"
"V4-2",10922,"immunoglobulin lambda variable 5-45","IGLV5-45"
"IGLV5-45",10922,"immunoglobulin lambda variable 5-45","IGLV5-45"
"IGLV537",10924,"immunoglobulin lambda variable 5-37","IGLV5-37"
"V4-1",10924,"immunoglobulin lambda variable 5-37","IGLV5-37"
"IGLV5-37",10924,"immunoglobulin lambda variable 5-37","IGLV5-37"
"IGLV469",10925,"immunoglobulin lambda variable 4-69","IGLV4-69"
"V5-6",10925,"immunoglobulin lambda variable 4-69","IGLV4-69"
"IGLV4-69",10925,"immunoglobulin lambda variable 4-69","IGLV4-69"
"IGLV460",10926,"immunoglobulin lambda variable 4-60","IGLV4-60"
"V5-4",10926,"immunoglobulin lambda variable 4-60","IGLV4-60"
"IGLV4-60",10926,"immunoglobulin lambda variable 4-60","IGLV4-60"
"IGLV43",10927,"immunoglobulin lambda variable 4-3","IGLV4-3"
"V5-1",10927,"immunoglobulin lambda variable 4-3","IGLV4-3"
"IGLV4-3",10927,"immunoglobulin lambda variable 4-3","IGLV4-3"
"IGLV332",10928,"immunoglobulin lambda variable 3-32 (non-functional)","IGLV3-32"
"V2-23P",10928,"immunoglobulin lambda variable 3-32 (non-functional)","IGLV3-32"
"IGLV3-32",10928,"immunoglobulin lambda variable 3-32 (non-functional)","IGLV3-32"
"IGLV331",10929,"immunoglobulin lambda variable 3-31 (pseudogene)","IGLV3-31"
"V2-22P",10929,"immunoglobulin lambda variable 3-31 (pseudogene)","IGLV3-31"
"IGLV3-31",10929,"immunoglobulin lambda variable 3-31 (pseudogene)","IGLV3-31"
"IGLV330",10930,"immunoglobulin lambda variable 3-30 (pseudogene)","IGLV3-30"
"V2-21P",10930,"immunoglobulin lambda variable 3-30 (pseudogene)","IGLV3-30"
"IGLV3-30",10930,"immunoglobulin lambda variable 3-30 (pseudogene)","IGLV3-30"
"IGLV329",10931,"immunoglobulin lambda variable 3-29 (pseudogene)","IGLV3-29"
"IGLV3-29",10931,"immunoglobulin lambda variable 3-29 (pseudogene)","IGLV3-29"
"IGLV327",10932,"immunoglobulin lambda variable 3-27","IGLV3-27"
"V2-19",10932,"immunoglobulin lambda variable 3-27","IGLV3-27"
"IGLV3-27",10932,"immunoglobulin lambda variable 3-27","IGLV3-27"
"IGLV326",10933,"immunoglobulin lambda variable 3-26 (pseudogene)","IGLV3-26"
"V2-18P",10933,"immunoglobulin lambda variable 3-26 (pseudogene)","IGLV3-26"
"IGLV3-26",10933,"immunoglobulin lambda variable 3-26 (pseudogene)","IGLV3-26"
"IGLV325",10934,"immunoglobulin lambda variable 3-25","IGLV3-25"
"V2-17",10934,"immunoglobulin lambda variable 3-25","IGLV3-25"
"IGLV3-25",10934,"immunoglobulin lambda variable 3-25","IGLV3-25"
"IGLV324",10935,"immunoglobulin lambda variable 3-24 (pseudogene)","IGLV3-24"
"V2-16P",10935,"immunoglobulin lambda variable 3-24 (pseudogene)","IGLV3-24"
"IGLV3-24",10935,"immunoglobulin lambda variable 3-24 (pseudogene)","IGLV3-24"
"IGLV322",10936,"immunoglobulin lambda variable 3-22","IGLV3-22"
"V2-15",10936,"immunoglobulin lambda variable 3-22","IGLV3-22"
"IGLV3-22",10936,"immunoglobulin lambda variable 3-22","IGLV3-22"
"IGLV321",10937,"immunoglobulin lambda variable 3-21","IGLV3-21"
"V2-14",10937,"immunoglobulin lambda variable 3-21","IGLV3-21"
"IGLV3-21",10937,"immunoglobulin lambda variable 3-21","IGLV3-21"
"IGLV319",10938,"immunoglobulin lambda variable 3-19","IGLV3-19"
"V2-13",10938,"immunoglobulin lambda variable 3-19","IGLV3-19"
"VL3L",10938,"immunoglobulin lambda variable 3-19","IGLV3-19"
"IGLV3-19",10938,"immunoglobulin lambda variable 3-19","IGLV3-19"
"IGLV317",10939,"immunoglobulin lambda variable 3-17 (pseudogene)","IGLV3-17"
"V2-12P",10939,"immunoglobulin lambda variable 3-17 (pseudogene)","IGLV3-17"
"IGLV3-17",10939,"immunoglobulin lambda variable 3-17 (pseudogene)","IGLV3-17"
"IGLV316",10940,"immunoglobulin lambda variable 3-16","IGLV3-16"
"V2-11",10940,"immunoglobulin lambda variable 3-16","IGLV3-16"
"IGLV3-16",10940,"immunoglobulin lambda variable 3-16","IGLV3-16"
"IGLV315",10941,"immunoglobulin lambda variable 3-15 (pseudogene)","IGLV3-15"
"V2-10P",10941,"immunoglobulin lambda variable 3-15 (pseudogene)","IGLV3-15"
"IGLV3-15",10941,"immunoglobulin lambda variable 3-15 (pseudogene)","IGLV3-15"
"IGLV313",10942,"immunoglobulin lambda variable 3-13 (pseudogene)","IGLV3-13"
"V2-9P",10942,"immunoglobulin lambda variable 3-13 (pseudogene)","IGLV3-13"
"IGLV3-13",10942,"immunoglobulin lambda variable 3-13 (pseudogene)","IGLV3-13"
"IGLV312",10943,"immunoglobulin lambda variable 3-12","IGLV3-12"
"V2-8",10943,"immunoglobulin lambda variable 3-12","IGLV3-12"
"IGLV3-12",10943,"immunoglobulin lambda variable 3-12","IGLV3-12"
"IGLV310",10944,"immunoglobulin lambda variable 3-10","IGLV3-10"
"V2-7",10944,"immunoglobulin lambda variable 3-10","IGLV3-10"
"IGLV3-10",10944,"immunoglobulin lambda variable 3-10","IGLV3-10"
"IGLV39",10945,"immunoglobulin lambda variable 3-9","IGLV3-9"
"V2-6",10945,"immunoglobulin lambda variable 3-9","IGLV3-9"
"IGLV3-9",10945,"immunoglobulin lambda variable 3-9","IGLV3-9"
"IGLV37",10946,"immunoglobulin lambda variable 3-7 (pseudogene)","IGLV3-7"
"V2-5P",10946,"immunoglobulin lambda variable 3-7 (pseudogene)","IGLV3-7"
"IGLV3-7",10946,"immunoglobulin lambda variable 3-7 (pseudogene)","IGLV3-7"
"IGLV36",10947,"immunoglobulin lambda variable 3-6 (pseudogene)","IGLV3-6"
"V2-4P",10947,"immunoglobulin lambda variable 3-6 (pseudogene)","IGLV3-6"
"IGLV3-6",10947,"immunoglobulin lambda variable 3-6 (pseudogene)","IGLV3-6"
"IGLV34",10948,"immunoglobulin lambda variable 3-4 (pseudogene)","IGLV3-4"
"V2-3P",10948,"immunoglobulin lambda variable 3-4 (pseudogene)","IGLV3-4"
"IGLV3-4",10948,"immunoglobulin lambda variable 3-4 (pseudogene)","IGLV3-4"
"IGLV32",10949,"immunoglobulin lambda variable 3-2 (pseudogene)","IGLV3-2"
"V2-2P",10949,"immunoglobulin lambda variable 3-2 (pseudogene)","IGLV3-2"
"IGLV3-2",10949,"immunoglobulin lambda variable 3-2 (pseudogene)","IGLV3-2"
"IGLV31",10950,"immunoglobulin lambda variable 3-1","IGLV3-1"
"V2-1",10950,"immunoglobulin lambda variable 3-1","IGLV3-1"
"IGLV3-1",10950,"immunoglobulin lambda variable 3-1","IGLV3-1"
"IGLV234",10951,"immunoglobulin lambda variable 2-34 (pseudogene)","IGLV2-34"
"V1-10P",10951,"immunoglobulin lambda variable 2-34 (pseudogene)","IGLV2-34"
"IGLV2-34",10951,"immunoglobulin lambda variable 2-34 (pseudogene)","IGLV2-34"
"IGLV233",10952,"immunoglobulin lambda variable 2-33 (non-functional)","IGLV2-33"
